"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1766157",-0.126297885903703,5.14870190458117,-1.19660119744427,0.234230068666603,0.999332053946124,-4.56307900987192
"ILMN_2324672",-0.122447508419037,7.24209277211348,-1.19652473714588,0.234259754369143,0.999332053946124,-4.56311388886238
"ILMN_1689371",-0.136917325060169,6.11199460490064,-1.19644687453203,0.234289987300032,0.999332053946124,-4.56314940536072
"ILMN_1748291",-0.131800644953707,6.60078946278779,-1.19632578606173,0.234337009780868,0.999332053946124,-4.5632046346506
"ILMN_1661636",-0.128089130304152,6.04819358932955,-1.19522744149408,0.234763841576765,0.999332053946124,-4.56370535330014
"ILMN_1682929",0.130672590161447,5.58931567854706,1.1941036637077,0.235201134997926,0.999332053946124,-4.56421721176135
"ILMN_1760347",-0.15473438705976,12.0813961925297,-1.19370996216534,0.23535447360927,0.999332053946124,-4.56439642617327
"ILMN_1675448",-0.146417056406703,9.02428915292402,-1.19327951309424,0.235522206772081,0.999332053946124,-4.56459230357506
"ILMN_1715173",0.121332250482858,8.48164142697327,1.1929537559734,0.235649201656551,0.999332053946124,-4.56474049565205
"ILMN_3193623",-0.208383566119378,5.46798751630223,-1.19197710541155,0.236030238949194,0.999332053946124,-4.56518455773761
"ILMN_1699362",0.121451230386589,7.40006839514271,1.1918416653074,0.236083115397736,0.999332053946124,-4.56524611200927
"ILMN_3239388",-0.184278391297194,5.8432613966252,-1.19176630963082,0.236112538286283,0.999332053946124,-4.56528035645872
"ILMN_1681136",-0.142251890576377,5.2262721100306,-1.19174244163736,0.236121858176948,0.999332053946124,-4.56529120253983
